bird_id,date,start_time,end_time,lat,lon,taxa,behavior,mesohabitat,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon
1,5/1/2019,10:27,12:27,,,Mourning Dove,Singing,no visual,,10:27,3,1,,,,
2,5/1/2019,10:27,12:27,,,Canyon Wren,Singing,no visual,,10:29,3,1,,,,
3,5/1/2019,10:27,12:27,34.78404,-115.66031,Phainopepla,Flying,air,,10:37,1,1,,,,
4,5/1/2019,10:27,12:27,34.7829,-115.66235,Mourning Dove,Standing on Ground,rock,,10:37,2,1,,,,
5,5/1/2019,10:27,12:27,34.7823,-115.66251,Phainopepla,Flying Between Plants,cactus canopy,,10:42,1,1,,,,
6,5/1/2019,10:27,12:27,34.78244,-115.66246,Phainopepla,Singing,cactus canopy,4-Jan,10:48,1,1,,,,
7,5/1/2019,10:27,12:27,34.78238,-115.66262,House Finch,Sitting on Plant,cactus canopy,8-May,10:52,1,1,,,,
8,5/1/2019,10:27,12:27,34.78224,-115.66208,,Flying,rock,12-Sep,10:55,2,1,,,,
9,5/1/2019,10:27,12:27,34.7823,-115.66251,Violet-green Swallow,Flying,air,13-14,10:57,1,1,,,,
10,5/1/2019,10:27,12:27,,,Mourning Dove,Singing,no visual,,10:58,3,1,,,,
11,5/1/2019,10:27,12:27,34.78249,-115.66231,,Flying on Plant,shrub,15-21,11:02,2,1,,,,
12,5/1/2019,10:27,12:27,34.78225,-115.66197,Phainopepla,Sitting on Plant,shrub,21-25,11:07,1,1,,,,
13,5/1/2019,10:27,12:27,34.78205,-115.66205,Hummingbird,Foraging,cactus canopy,,11:08,3,1,,,,
14,5/1/2019,10:27,12:27,34.782,-115.66183,Northern Mockingbird,Sitting on Plant,shrub,92-31,11:15,3,1,,,,
15,5/1/2019,10:27,12:27,34.78204,-115.66185,,Standing on Ground,rock,32-39,11:18,3,1,,,,
16,5/1/2019,10:27,12:27,34.78215,-115.66238,Phainopepla,Flying Between Plants,shrub,,11:26,2,1,,,,
17,5/1/2019,10:27,12:27,34.78228,-115.66245,Black-throated Sparrow,Singing,cactus canopy,,11:27,2,1,,,,
18,5/1/2019,10:27,12:27,34.78241,-115.66244,Mourning Dove,Calling,rock,,11:28,3,1,,,,
19,5/1/2019,10:27,12:27,,,Canyon Wren,Singing,no visual,,11:28,3,1,,,,
20,5/1/2019,10:27,12:27,,,Black-throated Sparrow,Singing,no visual,,11:31,3,1,,,,
21,5/1/2019,10:27,12:27,34.78164,-115.66261,Mourning Dove,Flying,air,,11:34,1,1,,,,
22,5/1/2019,10:27,12:27,,,Black-throated Sparrow,Singing,no visual,,11:34,3,1,,,,
23,5/1/2019,10:27,12:27,34.78138,-115.256,Northern Mockingbird,Singing,cactus canopy,40-43,11:34,2,1,,,,
24,5/1/2019,10:27,12:27,34.78145,-115.66306,Blue-gray Gnatcatcher,Singing,shrub,44-66,11:42,2,1,,,,
25,5/1/2019,10:27,12:27,34.78145,-115.66306,Blue-gray Gnatcatcher,Singing,shrub,44-66,11:42,2,1,,,,
26,5/1/2019,10:27,12:27,34.78145,-115.66306,Blue-gray Gnatcatcher,Singing,shrub,44-66,11:42,2,1,,,,
27,5/1/2019,10:27,12:27,34.78145,-115.66306,,Standing on Ground,rock,44-66,11:42,2,1,,,,
28,5/1/2019,10:27,12:27,34.78144,-115.66288,Canyon Wren,Singing,,,11:52,3,1,,,,
29,5/1/2019,10:27,12:27,34.78096,-115.66263,Northern Mockingbird,Flying,cactus canopy,,11:55,2,1,,,,
30,5/1/2019,10:27,12:27,,,Black-throated Sparrow,Singing,no visual,,11:57,2,1,,,,
31,5/1/2019,10:27,12:27,34.78053,-115.285,Black-throated Sparrow,Calling,,,11:59,2,1,,,,
32,5/1/2019,10:27,12:27,34.77952,-115.66265,,Flying Between Plants,cactus understory,67-71,12:05,2,1,,,,
33,5/1/2019,10:27,12:27,34.77952,-115.66265,,Flying Between Plants,cactus understory,67-71,12:05,2,1,,,,
34,5/1/2019,10:27,12:27,,,House Finch,Singing,no visual,,12:10,3,1,,,,
35,5/1/2019,10:27,12:27,34.7785,-115.66306,Black-headed Grosbeak,Sitting on Plant,shrub,72-84,12:14,1,1,,,,
36,5/1/2019,10:27,12:27,34.77835,-115.66309,Black-headed Grosbeak,Sitting on Plant,shrub,72-84,12:14,1,1,,,,
37,5/1/2019,10:27,12:27,34.77834,-115.66309,Black-headed Grosbeak,Sitting on Plant,shrub,72-84,12:14,1,1,,,,
38,5/1/2019,10:27,12:27,34.77821,-115.66322,Black-throated Sparrow,Flying Between Plants,shrub,,12:18,1,1,,,,
39,5/1/2019,10:27,12:27,34.77887,-115.66273,Ash-throated Flycatcher,Sitting on Plant,shrub,85-97,12:25,1,1,,,,
40,5/1/2019,14:31,16:31,,,Blue-gray Gnatcatcher,Singing,no visual,,14:34,3,2,,,,
41,5/1/2019,14:31,16:31,34.78279,-115.66315,Blue-gray Gnatcatcher,Flying on Plant,shrub,,14:34,1,2,,,,
42,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Calling,no visual,,14:36,3,2,,,,
43,5/1/2019,14:31,16:31,,,Phainopepla,Calling,no visual,,14:37,2,2,,,,
44,5/1/2019,14:31,16:31,,,Canyon Wren,Singing,no visual,,14:43,3,2,,,,
45,5/1/2019,14:31,16:31,34.78221,-115.66355,Black-throated Sparrow,Flying on Plant,shrub,,14:45,1,2,,,,
46,5/1/2019,14:31,16:31,34.7822,-115.66359,Black-throated Sparrow,Flying on Plant,shrub,,14:45,1,2,,,,
47,5/1/2019,14:31,16:31,,,Blue-gray Gnatcatcher,Singing,no visual,,14:49,2,2,,,,
48,5/1/2019,14:31,16:31,,,Blue-gray Gnatcatcher,Singing,no visual,,14:49,2,2,,,,
49,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Singing,no visual,,14:55,2,2,,,,
50,5/1/2019,14:31,16:31,34.78115,-115.6631,Black-throated Sparrow,Flying Between Plants,cactus canopy,,14:57,2,2,,,,
51,5/1/2019,14:31,16:31,34.7809,-115.66307,Black-throated Sparrow,Calling,shrub,7-Jan,14:59,2,2,,,,
52,5/1/2019,14:31,16:31,34.7809,-115.66308,Black-throated Sparrow,Flying Between Plants,cactus canopy,,14:59,2,2,,,,
53,5/1/2019,14:31,16:31,,,Canyon Wren,Singing,no visual,,15:04,3,2,,,,
54,5/1/2019,14:31,16:31,34.77994,-115.66382,Wilson's Warbler,Foraging,shrub,24-Aug,15:16,1,2,,,,
55,5/1/2019,14:31,16:31,34.77972,-115.66365,Black-throated Sparrow,Sitting on Plant,shrub,,15:17,1,2,,,,
56,5/1/2019,14:31,16:31,34.7791,-115.6651,Ash-throated Flycatcher,Singing,cactus canopy,25-43,15:28,3,2,,,,
57,5/1/2019,14:31,16:31,34.7791,-115.6651,Ash-throated Flycatcher,Singing,shrub,,15:29,3,2,,,,
58,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Calling,no visual,,15:36,3,2,,,,
59,5/1/2019,14:31,16:31,34.77969,-115.66403,Black-throated Sparrow,Flying,shrub,,15:39,1,2,,,,
60,5/1/2019,14:31,16:31,34.77963,-115.66394,Wilson's Warbler,Foraging,shrub,,15:42,1,2,,,,
61,5/1/2019,14:31,16:31,,,Common Raven,Calling,no visual,,15:47,3,2,,,,
62,5/1/2019,14:31,16:31,34.78115,-115.66349,Black-throated Sparrow,Sitting on Plant,shrub,,15:55,1,2,,,,
63,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Singing,no visual,,15:55,2,2,,,,
64,5/1/2019,14:31,16:31,34.7813,-115.66336,Black-throated Sparrow,Flying,shrub,,15:57,1,2,,,,
65,5/1/2019,14:31,16:31,,,Northern Mockingbird,Singing,no visual,,16:00,2,2,,,,
66,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Calling,no visual,,16:03,1,2,,,,
67,5/1/2019,14:31,16:31,34.78174,-115.6636,Black-throated Sparrow,Flying,shrub,,16:03,1,2,,,,
68,5/1/2019,14:31,16:31,,,Black-throated Sparrow,Calling,no visual,,16:04,1,2,,,,
69,5/1/2019,14:31,16:31,34.78182,-115.66302,Ash-throated Flycatcher,Flying,rock,44-64,16:07,2,2,,,,
70,5/1/2019,14:31,16:31,,,Phainopepla,Singing,air,,16:11,2,2,,,,
71,5/1/2019,14:31,16:31,34.78219,-115.66343,Black-tailed Gnatcatcher,Calling,shrub,70-73,16:16,1,2,,,,
72,5/1/2019,14:31,16:31,34.78219,-115.66343,Blue-gray Gnatcatcher,Singing,shrub,,16:16,1,2,,,,
73,5/1/2019,14:31,16:31,34.78219,-115.66343,Blue-gray Gnatcatcher,Singing,shrub,,16:16,1,2,,,,
74,5/1/2019,14:31,16:31,34.78221,-115.66338,Black-tailed Gnatcatcher,Singing,shrub,,16:20,1,2,,,,
75,5/1/2019,14:31,16:31,34.78255,-115.66326,Black-throated Sparrow,Sitting on Plant,shrub,,16:23,1,2,,,,
76,5/1/2019,14:31,16:31,34.78256,-115.66327,Black-throated Sparrow,Standing on Ground,gravel,,16:22,1,2,,,,
77,5/1/2019,14:31,16:31,34.78258,-115.66326,Black-throated Sparrow,Standing on Ground,gravel,,16:22,1,2,,,,
78,5/1/2019,16:35,18:35,34.78313,-115.66232,Black-throated Sparrow,Calling,gravel,,16:35,1,1,,,,
79,5/1/2019,16:35,18:35,34.78313,-115.66223,Black-throated Sparrow,Calling,gravel,,16:35,1,1,,,,
80,5/1/2019,16:35,18:35,34.78313,-115.66227,Rock Wren,Standing on Ground,rock,121-123,16:44,1,1,,,,
81,5/1/2019,16:35,18:35,34.77223,-115.66269,Costa's Hummingbird,Sitting on Plant,shrub,124-131,16:52,1,1,,,,
82,5/1/2019,16:35,18:35,,,Phainopepla,Singing,no visual,,16:53,2,1,,,,
83,5/1/2019,16:35,18:35,34.78244,-115.66243,Phainopepla,Sitting on Plant,shrub,132-137,16:55,1,1,,,,
84,5/1/2019,16:35,18:35,,,Canyon Wren,Singing,no visual,,16:56,3,1,,,,
85,5/1/2019,16:35,18:35,34.78229,-115.66205,House Finch,Standing on Ground,rock,140-143,16:59,2,1,,,,
86,5/1/2019,16:35,18:35,34.78203,-115.66192,Phainopepla,Sitting on Plant,shrub,138-139,16:57,3,1,,,,
87,5/1/2019,16:35,18:35,34.78229,-115.66205,Rock Wren,Standing on Ground,rock,,17:01,2,1,,,,
88,5/1/2019,16:35,18:35,,,Canyon Wren,Singing,no visual,,17:04,3,1,,,,
89,5/1/2019,16:35,18:35,34.78188,-115.6618,Phainopepla,Standing on Ground,rock,144-145,17:09,2,1,,,,
90,5/1/2019,16:35,18:35,34.78188,-115.6618,Phainopepla,Standing on Ground,rock,,17:09,2,1,,,,
91,5/1/2019,16:35,18:35,34.78119,-115.66261,Northern Mockingbird,Singing,cactus canopy,,17:11,1,1,,,,
92,5/1/2019,16:35,18:35,34.78119,-115.66261,Northern Mockingbird,Flying,cactus canopy,,17:11,1,1,,,,
93,5/1/2019,16:35,18:35,,,Violet-green Swallow,Flying,air,,17:24,3,1,,,,
94,5/1/2019,16:35,18:35,,,Violet-green Swallow,Flying,air,,17:24,3,1,,,,
95,5/1/2019,16:35,18:35,,,Hummingbird,Flying,air,,17:36,1,1,,,,
96,5/1/2019,16:35,18:35,,,Black-throated Sparrow,Singing,no visual,,17:39,3,1,,,,
97,5/1/2019,16:35,18:35,,,Black-throated Sparrow,Singing,no visual,,17:39,3,1,,,,
98,5/1/2019,16:35,18:35,,,Say's Phoebe,Flying,air,152-155,17:43,3,1,,,,
99,5/1/2019,16:35,18:35,,,Northern Mockingbird,Sitting on Plant,cactus canopy,,17:50,3,1,,,,
100,5/1/2019,16:35,18:35,,,Canyon Wren,Singing,no visual,,17:56,3,1,,,,
101,5/1/2019,16:35,18:35,34.77935,-115.66249,Northern Mockingbird,Flying Between Plants,shrub,,18:00,3,1,,,,
102,5/1/2019,16:35,18:35,34.78146,-115.66301,Rock Wren,Standing on Ground,rock,157-171,18:14,2,1,,,,
103,5/1/2019,16:35,18:35,,,Mourning Dove,Singing,no visual,,18:15,3,1,,,,
104,5/1/2019,16:35,18:35,,,Phainopepla,Flying,rock,,18:17,3,1,,,,
105,5/1/2019,16:35,18:35,34.78271,-115.66242,Phainopepla,Sitting on Plant,shrub,,18:22,1,1,,,,
106,5/1/2019,16:35,18:35,,,Black-throated Sparrow,Calling,no visual,,18:23,2,1,,,,
107,5/1/2019,16:35,18:35,34.78299,-115.66221,House Finch,Singing,cactus canopy,,18:24,1,1,,,,
108,5/1/2019,16:35,18:35,34.78299,-115.66221,House Finch,Sparring,cactus canopy,,18:24,1,1,,,,
109,5/2/2019,6:25,8:25,34.78297,-115.66302,Black-tailed Gnatcatcher,Calling,shrub,,6:25,1,2,,,,
110,5/2/2019,6:25,8:25,34.294,-115.66297,Costa's Hummingbird,Flying,shrub,175-190,6:25,1,2,,,,
111,5/2/2019,6:25,8:25,34.78289,-115.66292,Blue-gray Gnatcatcher,Sparring,shrub,191,6:27,1,2,,,,
112,5/2/2019,6:25,8:25,34.78289,-115.66292,Black-tailed Gnatcatcher,Sparring,shrub,,6:27,1,2,,,,
113,5/2/2019,6:25,8:25,34.78296,-115.6629,Black-tailed Gnatcatcher,Sitting on Plant,shrub,,6:27,1,2,,,,
114,5/2/2019,6:25,8:25,,,Mourning Dove,Singing,no visual,,6:29,3,2,,,,
115,5/2/2019,6:25,8:25,34.78319,-115.66304,Mourning Dove,Standing on Ground,rock,,6:33,1,2,,,,
116,5/2/2019,6:25,8:25,,,Blue-gray Gnatcatcher,Singing,,192-195,6:33,1,2,,,,
117,5/2/2019,6:25,8:25,,,Northern Mockingbird,Singing,cactus canopy,195-198,6:35,1,2,,,,
118,5/2/2019,6:25,8:25,,,Rock Wren,Singing,rock,,6:39,2,2,,,,
119,5/2/2019,6:25,8:25,34.78277,-115.6632,Mourning Dove,Standing on Ground,rock,,6:44,1,2,,,,
120,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,6:44,2,2,,,,
121,5/2/2019,6:25,8:25,,,Ash-throated Flycatcher,Singing,no visual,,6:47,3,2,,,,
122,5/2/2019,6:25,8:25,34.78263,-115.66328,House finch,Sitting on Plant,shrub,199-202,6:29,1,2,,,,
123,5/2/2019,6:25,8:25,,,Blue-gray Gnatcatcher,Singing,no visual,,6:50,1,2,,,,
124,5/2/2019,6:25,8:25,34.78264,-115.66289,Phainopepla,Foraging,cactus canopy,,6:53,2,2,,,,
125,5/2/2019,6:25,8:25,34.78262,-115.66289,Phainopepla,Flying,shrub,,6:53,2,2,,,,
126,5/2/2019,6:25,8:25,34.78279,-115.66282,Green-tailed Towhee,Sitting on Plant,shrub,203-214,6:55,2,2,,,,
127,5/2/2019,6:25,8:25,,,Blue-gray Gnatcatcher,Sparring,shrub,,6:56,2,2,,,,
128,5/2/2019,6:25,8:25,,,Blue-gray Gnatcatcher,Sparring,shrub,,6:56,2,2,,,,
129,5/2/2019,6:25,8:25,34.78285,-115.6628,Blue-gray Gnatcatcher,Sparring,cactus canopy,,7:03,2,2,,,,
130,5/2/2019,6:25,8:25,34.78285,-115.6628,Black-tailed Gnatcatcher,Sparring,cactus canopy,,7:03,2,2,,,,
131,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,7:16,3,2,,,,
132,5/2/2019,6:25,8:25,,,Phainopepla,Singing,no visual,,7:19,3,2,,,,
133,5/2/2019,6:25,8:25,,,Phainopepla,Singing,no visual,,7:19,3,2,,,,
134,5/2/2019,6:25,8:25,34.78246,-115.66362,Leconte's Thrasher,Standing on Ground,rock,,7:19,2,2,,,,
135,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,rock,,7:20,3,2,,,,
136,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,7:25,3,2,,,,
137,5/2/2019,6:25,8:25,,,Hummingbird,Flying,air,,7:26,1,2,,,,
138,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,7:27,2,2,,,,
139,5/2/2019,6:25,8:25,34.7821,-115.66351,Mourning Dove,Calling,rock,,7:30,1,2,,,,
140,5/2/2019,6:25,8:25,,,Mourning Dove,Singing,no visual,,7:30,3,2,,,,
141,5/2/2019,6:25,8:25,34.78209,-115.66351,Phainopepla,Calling,,,7:32,1,2,,,,
142,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,7:35,1,2,,,,
143,5/2/2019,6:25,8:25,34.78139,-115.66357,Hummingbird,Foraging,shrub,,7:39,1,2,,,,
144,5/2/2019,6:25,8:25,,,Northern Mockingbird,Singing,cactus canopy,,7:40,3,2,,,,
145,5/2/2019,6:25,8:25,34.78102,-115.66364,Green-tailed Towhee,Standing on Ground,grass,,7:44,1,2,,,,
146,5/2/2019,6:25,8:25,,,Canyon Wren,Singing,no visual,,7:45,3,2,,,,
147,5/2/2019,6:25,8:25,34.78045,-115.66381,Black-throated Sparrow,Calling,shrub,,7:50,1,2,,,,
148,5/2/2019,6:25,8:25,34.78045,-115.66381,Black-throated Sparrow,Calling,shrub,,7:51,1,2,,,,
149,5/2/2019,6:25,8:25,34.78045,-115.66381,Black-throated Sparrow,Flying Between Plants,shrub,,7:51,1,2,,,,
150,5/2/2019,6:25,8:25,34.78045,-115.66381,Black-throated Sparrow,Flying Between Plants,shrub,,7:51,1,2,,,,
151,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,7:58,1,2,,,,
152,5/2/2019,6:25,8:25,34.78022,-115.6636,Mourning Dove,Calling,air,,7:58,1,2,,,,
153,5/2/2019,6:25,8:25,34.77996,-115.66391,Hammond's Flycatcher,Sitting on Plant,shrub,260-274,8:05,1,2,,,,
154,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,8:07,2,2,,,,
155,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,8:07,2,2,,,,
156,5/2/2019,6:25,8:25,34.77985,-115.66386,Black-chinned hummingbird,Singing,shrub,,8:10,1,2,,,,
157,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Singing,no visual,,8:16,2,2,,,,
158,5/2/2019,6:25,8:25,34.77906,-115.66485,Northern Mockingbird,Flying Between Plants,shrub,,8:19,3,2,,,,
159,5/2/2019,6:25,8:25,34.77882,-115.66496,Northern Mockingbird,Sparring,shrub,,8:20,3,2,,,,
160,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Calling,shrub,,8:21,3,2,,,,
161,5/2/2019,6:25,8:25,,,Black-throated Sparrow,Sparring,shrub,,8:21,3,2,,,,
162,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
163,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
164,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
165,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
166,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
167,5/2/2019,6:25,8:25,34.77856,-115.6641,Blue-gray Gnatcatcher,Calling,shrub,281-282,8:24,1,2,,,,
168,5/2/2019,6:25,8:25,,,Hummingbird,Flying,shrub,283-291,8:25,1,2,,,,
169,5/2/2019,8:36,10:36,34.77857,-115.66254,Say's Phoebe,Flying Between Plants,shrub,292-310,8:44,2,1,,,,
170,5/2/2019,8:36,10:36,34.77851,-115.66257,Hummingbird,Flying,shrub,,8:44,2,1,,,,
171,5/2/2019,8:36,10:36,34.77926,-115.66274,Ash-throated Flycatcher,Sparring,cactus canopy,311-312,8:52,1,1,,,,
172,5/2/2019,8:36,10:36,34.77926,-115.66274,Ash-throated Flycatcher,Sparring,cactus canopy,311-312,8:52,1,1,,,,
173,5/2/2019,8:36,10:36,,,Black-throated Sparrow,Singing,no visual,,8:56,3,1,,,,
174,5/2/2019,8:36,10:36,,,Ash-throated Flycatcher,Calling,no visual,,9:00,2,1,,,,
175,5/2/2019,8:36,10:36,,,Ash-throated Flycatcher,Calling,no visual,,9:00,2,1,,,,
176,5/2/2019,8:36,10:36,,,Common Raven,Calling,no visual,,9:01,3,1,,,,
177,5/2/2019,8:36,10:36,34.78047,-115.66291,Say's Phoebe,Calling,cactus canopy,,9:08,1,1,,,,
178,5/2/2019,8:36,10:36,34.78044,-115.66278,Say's Phoebe,Sitting on Plant,cactus canopy,,9:07,1,1,,,,
179,5/2/2019,8:36,10:36,34.78105,-115.66305,Say's Phoebe,Calling,shrub,,9:14,2,1,,,,
180,5/2/2019,8:36,10:36,34.78105,-115.66305,Say's Phoebe,Sitting on Plant,shrub,,9:14,2,1,,,,
181,5/2/2019,8:36,10:36,34.78146,-115.66277,Rock Wren,Standing on Ground,rock,,9:19,1,1,,,,
182,5/2/2019,8:36,10:36,34.78161,-115.66263,Rock Wren,Flying,rock,,9:26,1,1,,,,
183,5/2/2019,8:36,10:36,34.78159,-115.66264,Northern Mockingbird,Flying,air,,9:23,1,1,,,,
184,5/2/2019,8:36,10:36,34.7821,-115.66239,Phainopepla,Singing,shrub,331-337,9:30,2,1,,,,
185,5/2/2019,8:36,10:36,,,Hummingbird,Singing,no visual,,9:32,1,1,,,,
186,5/2/2019,8:36,10:36,,,Mourning Dove,Calling,air,,9:33,1,1,,,,
187,5/2/2019,8:36,10:36,,,Phainopepla,Singing,no visual,,9:36,3,1,,,,
188,5/2/2019,8:36,10:36,,,Black-throated Sparrow,Calling,no visual,,9:39,3,1,,,,
189,5/2/2019,8:36,10:36,,,Blue-gray Gnatcatcher,Calling,no visual,,9:41,3,1,,,,
190,5/2/2019,8:36,10:36,34.77288,-115.6626,Ash-throated Flycatcher,Singing,air,,9:43,1,1,,,,
191,5/2/2019,8:36,10:36,,,House finch,Calling,no visual,,9:46,2,1,,,,
192,5/2/2019,8:36,10:36,34.78212,-115.66229,Anna's Hummingbird,Flying Between Plants,,338-356,9:48,2,1,,,,
193,5/2/2019,8:36,10:36,34.78211,-115.66255,Northern Mockingbird,Sparring,,357-372,9:53,1,1,,,,
194,5/2/2019,8:36,10:36,34.78211,-115.66255,Phainopepla,Sparring,no visual,,9:53,1,1,,,,
195,5/2/2019,8:36,10:36,34.78224,-115.66245,Anna's Hummingbird,Sitting on Plant,shrub,373-380,10:00,1,1,,,,
196,5/2/2019,8:36,10:36,34.78223,-115.66261,Black-throated Sparrow,Flying Between Plants,shrub,,10:00,1,1,,,,
197,5/2/2019,8:36,10:36,,,Mourning Dove,Singing,no visual,,10:01,3,1,,,,
198,5/2/2019,8:36,10:36,34.7827,-115.66242,Rock Wren,Flying,rock,,10:09,1,1,,,,
199,5/2/2019,8:36,10:36,,,Black-tailed Gnatcatcher,Singing,no visual,,10:09,3,1,,,,
200,5/2/2019,8:36,10:36,34.78292,-115.66232,Black-throated Sparrow,Calling,rock,,10:14,1,1,,,,
201,5/2/2019,8:36,10:36,34.78292,-115.66232,Black-throated Sparrow,Calling,rock,,10:14,1,1,,,,
202,5/2/2019,8:36,10:36,,,House finch,Singing,no visual,,10:18,3,1,,,,
203,5/2/2019,8:36,10:36,,,Costa's Hummingbird,Foraging,cactus canopy,381-411,10:18,2,1,,,,
204,5/2/2019,10:43,12:43,,,Northern Mockingbird,Singing,no visual,,10:48,3,2,,,,
205,5/2/2019,10:43,12:43,34.78267,-115.66302,Black-throated Sparrow,Flying,air,,10:49,2,2,,,,
206,5/2/2019,10:43,12:43,,,Black-throated Sparrow,Calling,no visual,,10:50,3,2,,,,
207,5/2/2019,10:43,12:43,,,Phainopepla,Calling,no visual,,10:52,3,2,,,,
208,5/2/2019,10:43,12:43,,,Blue-gray Gnatcatcher,Singing,no visual,,10:53,3,2,,,,
209,5/2/2019,10:43,12:43,,,Blue-gray Gnatcatcher,Singing,no visual,,10:53,3,2,,,,
210,5/2/2019,10:43,12:43,34.78267,-115.66292,Black-throated Sparrow,Flying Between Plants,air,,10:55,2,2,,,,
211,5/2/2019,10:43,12:43,34.78254,-115.66293,Blue-gray Gnatcatcher,Flying Between Plants,cactus canopy,,10:53,2,2,,,,
212,5/2/2019,10:43,12:43,34.78269,-115.66301,Black-tailed Gnatcatcher,Carrying Nest Materials,shrub,,10:58,2,2,,,,
213,5/2/2019,10:43,12:43,34.78251,-115.6629,Northern Mockingbird,Flying Between Plants,cactus canopy,,11:01,2,2,,,,
214,5/2/2019,10:43,12:43,34.78239,-115.66283,Northern Mockingbird,Singing,cactus canopy,,11:01,2,2,,,,
215,5/2/2019,10:43,12:43,,,Phainopepla,Singing,shrub,429-442,11:06,3,2,,,,
216,5/2/2019,10:43,12:43,34.78245,-115.66336,Costa's Hummingbird,Sitting on Plant,shrub,443-527,11:11,1,2,,,,
217,5/2/2019,10:43,12:43,,,Blue-gray Gnatcatcher,Singing,no visual,,11:15,2,2,,,,
218,5/2/2019,10:43,12:43,,,Black-throated Sparrow,Singing,no visual,,11:15,3,2,,,,
219,5/2/2019,10:43,12:43,34.7821,-115.66343,Green-tailed Towhee,Sitting on Plant,shrub,528-543,11:19,1,2,,,,
220,5/2/2019,10:43,12:43,34.7821,-115.66343,Green-tailed Towhee,Sitting on Plant,shrub,528-543,11:19,1,2,,,,
221,5/2/2019,10:43,12:43,,,Canyon Wren,Singing,no visual,,11:20,3,2,,,,
222,5/2/2019,10:43,12:43,34.78191,-115.66333,Blue-gray Gnatcatcher,Calling,shrub,544-549,11:24,2,2,,,,
223,5/2/2019,10:43,12:43,34.78191,-115.66333,Blue-gray Gnatcatcher,Calling,shrub,544-549,11:24,2,2,,,,
224,5/2/2019,10:43,12:43,34.78191,-115.66333,Blue-gray Gnatcatcher,Calling,shrub,544-549,11:24,2,2,,,,
225,5/2/2019,10:43,12:43,34.78191,-115.66333,Blue-gray Gnatcatcher,Calling,shrub,544-549,11:24,2,2,,,,
226,5/2/2019,10:43,12:43,34.78191,-115.66333,Blue-gray Gnatcatcher,Calling,shrub,544-549,11:24,2,2,,,,
227,5/2/2019,10:43,12:43,,,Common Raven,Calling,no visual,,11:33,3,2,,,,
228,5/2/2019,10:43,12:43,,,Phainopepla,Calling,no visual,,11:35,2,2,,,,
229,5/2/2019,10:43,12:43,,,Common Raven,Calling,no visual,,11:40,3,2,,,,
230,5/2/2019,10:43,12:43,,,Canyon Wren,Singing,no visual,,11:41,3,2,,,,
231,5/2/2019,10:43,12:43,34.78047,-115.66344,Black-throated Sparrow,Calling,shrub,561-566,11:47,1,2,,,,
232,5/2/2019,10:43,12:43,34.78047,-115.66344,Black-throated Sparrow,Calling,shrub,561-566,11:47,1,2,,,,
233,5/2/2019,10:43,12:43,34.78032,-115.66351,Mourning Dove,Calling,cactus canopy,,11:49,1,2,,,,
234,5/2/2019,10:43,12:43,,,Black-throated Sparrow,Singing,no visual,,12:00,2,2,,,,
235,5/2/2019,10:43,12:43,34.77909,-115.66425,Black-throated Sparrow,Flying on Plant,shrub,,12:05,2,2,,,,
236,5/2/2019,10:43,12:43,34.77909,-115.66425,Black-throated Sparrow,Flying on Plant,shrub,,12:05,2,2,,,,
237,5/2/2019,14:30,16:30,34.78297,-115.66238,Blue-gray Gnatcatcher,Singing,shrub,567-573,14:30,1,1,,,,
238,5/2/2019,14:30,16:30,,,Hummingbird,Singing,air,,14:33,2,1,,,,
239,5/2/2019,14:30,16:30,,,Mourning Dove,Singing,no visual,,14:35,3,1,,,,
240,5/2/2019,14:30,16:30,,,Ash-throated Flycatcher,Calling,no visual,,14:36,3,1,,,,
241,5/2/2019,14:30,16:30,,,Phainopepla,Calling,air,,14:38,1,1,,,,
